selection_order,cn_selection_rank,selection_score_sha256,mol_id,fold,metal,cn,graph_sha256,source_member,source_payload_sha256,candidate_count,repeated_payload_group_sizes,legal_ligand_group_sizes,donor_rank_orbit_sizes,in_general_n1000
474,343,1751061b1042fcd208b2a111474a5ec05ae28b29a0211b567bd82124d3f2f9a5,SAKNAV,4,Rh,4,41bab68eea6f886ddfc04669c3f63ec4962d9f6dfb048007b6b407e4a2e0085b,xyz/SAKNAV.xyz,26b6699640f78803e78d0c1d8ff6e64f8c734bf099eb42ee28cfe621508b2b21,2,[2],[2],[],False
475,344,175624dba5dbe7a0d56ba93a3111c7d4415de1477759565137b5cce3063935f8,VABYED,1,Pt,4,e1fa85971130fc575d83867988d4e478d132de7b03cea052e4a5d4a9f9585759,xyz/VABYED.xyz,69df6853fc9e25f390be9c1b099d11afeec50a35991ea79fd81ac49273d83823,2,[2],[2],[],False
476,345,1757d11d0bc8b4d5b297fc52312966ef75d39cad41439e1572acaa1f89b558f0,RANSIJ,0,Pt,4,a6ebc0b0ee66a2e67b0ef61407600863837531925e2138fcf891adebc7c39836,xyz/RANSIJ.xyz,9e60c4a2dd9a92547acdd6080c888e35219e0e07f61e89dced9faba77c0bdded,4,"[2,2]","[2,2]",[],False
477,346,1775965b7294090b8206163e2eb2d3535c4e804e690d37037a1f5a0be5ee629c,MIXJEL,3,Pt,4,092393db7bb2162ca4dc6dd95c1aac8c4ee9cb3594f141fd7b6191b28551c358,xyz/MIXJEL.xyz,ccb12def3897630a5b7aa5b432585eaf452cdd96ef63fb1b92d0c856d2eb1c65,2,[2],[2],[],False
478,97,177a920c8bd6e8e0008970cab04a503c20afffbb5463329296efaed9197bea9a,FOFTIE,1,Cr,6,22dd04faac3401e4c39eb3829c530604b0e51e8ed0bcda4c69cbc289d819ddfb,xyz/FOFTIE.xyz,7db38a3dcedee28a0a0197d3c138ab97ed2977d25b6db473598b0a537a5d2f79,120,[5],[5],[],False
479,347,177ea1ffc57ed968effbd22f16ad02575657602104947fa54d11825fb1b9dd40,GASKIW,4,Pt,4,d03cd5699c3df0efceb23af5e7aecbb313977650852d67996a5b28590bc5cd83,xyz/GASKIW.xyz,d209d891b2c4526f6f632ef13438faea549ce79ecd2ec684cd6e0035b775835b,2,[2],[2],[],False
480,348,179755a5a29a68400df99454f25c0285d5141c7f4aa8371d688240ed6f118ee4,QOKDUQ,3,Ir,4,b7914266a0a2418f4145cc6085b7cea125185ab14f2812319644e3cad79f394a,xyz/QOKDUQ.xyz,3340e3b4647ba2c82e25e3534e46b3e14dcc4aebe1a6a4d520a6bbae5932171c,2,[2],[2],[],False
481,98,179a982d8d80445eb6d43cdbdd54a4e76553adae314b39c62810184115d79e84,FIRPEB,1,Pt,6,e6992ad8411d702e171e2f03647aeaabbe61b561119999bb0162f2081904b2ad,xyz/FIRPEB.xyz,f814fe81bc4d53795157fe4ff7f8e0c6df3799a7df0f1893bdde566d696cd8e0,6,[3],[3],[],False
482,349,179caae3e271bb1ea20cdd2aec3aba3f58c7a0bd8214df83f5403e1b765f51ee,JUCLIE,3,Ni,4,bb747a4e09bd17ba33ba1e0ac3286308e6a86c32e3d80efb6ca47e38fe0f1703,xyz/JUCLIE.xyz,5450c61e707db2f6a6a99b1e269bb30ff6faeb2836d451aaa52f5b8019faa7a6,2,[],[],[2],False
483,99,17beda705c4a05ea9f39e19be9252a6daf2581149cd58db2e2143ff58bf2fb1a,JAKPEU,1,Rh,6,d51428fc93c185cc90d76d0bac694ab8556d52bee5877f53ca9985dd3cfef83f,xyz/JAKPEU.xyz,252310ba6bc40c497eafff7eabee9db32d3a939fb7c2ba3aa64ecf4d06789d3c,2,[2],[2],[],False
484,100,17cfdf2ca2c6557da1c9d5867f2c1651185620addb4e5cb7011e86622d8350b6,UJOMEN,4,Cr,6,1d521127055d0ba5ac5112b9e1e67ee9f45dc85ccef4eb09211ea9d3f2666a58,xyz/UJOMEN.xyz,cc46589848d787a3fffd3e57e1923021de874941fb21f9be239253db9d46ca27,48,"[4,2]","[4,2]",[],False
485,350,17e0a31142f9e7c76f784e28a159ed4a0d67cc58a04eb6ae525da428b9f83496,DEBNAB,1,Pd,4,163cb249e9614e4be7a4fe0a2910f06fbc64951553860035806aad0b94b98085,xyz/DEBNAB.xyz,54f4cacb17e9a63883234d3cfc1871a7fe7174db13b9b78aa568afe79d488cb1,4,"[2,2]","[2,2]",[],False
486,101,180246814a4e736fc70d73e73156ea2863065f1bd2112c14019055cd411ad511,OVOMAO,1,Fe,6,95f38392f1d7f9c3ab39b3d4beb0751140253b4abe1f1c5c75fa147fba58946f,xyz/OVOMAO.xyz,4e782103460347936df1ec6d22be733ef84b65c3f106573cfd066de28c5d3ebc,4,"[2,2]","[2,2]",[],False
487,351,182c500f0456b0a47565b4185610280031f1f72bc78f8ae2c5990240e0d3cb58,AVUBIF,0,Pd,4,7761308664f4b34eeac6bb1d541a950178da82757afd61b9941102d02dca28bd,xyz/AVUBIF.xyz,c73b3cfd4b150b19f91b28306a3d7372756243f73d6736ba60b5f3bd0a4d82c0,2,[2],[2],[],False
488,352,182d42602775dac129d2dbdb1a3e3424b78538a8bbd6ef9e0ecc588a273b8b94,GULXOC,4,Rh,4,7e1d5d82ec274c50c1bcc237a361672b093c7fca5e89ece5f1aafeb3c498e11d,xyz/GULXOC.xyz,51235f9766abdedda87de4d5436bee56e97e5e84718559e046bcce9900abe917,6,[3],[3],[],False
489,36,184238db615db9c1d130c000b0ba5516463b60fb114ab66c98206fa4a18683b9,TEFZEJ,1,Rh,5,1d9cadccd27605f09b554bf71ba619e4e949fb9ce86b58c364112d127f8b60fa,xyz/TEFZEJ.xyz,0b9a65e2360486ca9f615695712bba0fdece1d31abd1a3f56cc1068db329aa3d,12,"[3,2]","[3,2]",[],True
490,102,184bdc8a9a279862275ec25ec0ff9fb764b59fe483733e8141777a7d2857e82a,APIKUH,4,Fe,6,f3d7fcaba11bd3b8c3495d2368f430e875633565dabc6ff2047a8d6dd81d9ecc,xyz/APIKUH.xyz,aa8fb885b27c1bf2661d4a2dae9c3c6a523983cb57a88c90230e06347249f256,6,[3],[3],[],False
491,353,1860fe4cf0b35a08ce59f3935f9b598d05e7ccc5b0dbccde08bc003d95d319cc,USEWAR,1,Pd,4,165797c5d3c2c351f66753a1c5e5534b81173d2e0c06839d730ddbc3fcde01cb,xyz/USEWAR.xyz,6fb7cc67762ddb34e7f54fa4cdf3567d04a195ae7c04837bc8990e364db5a7a9,2,[2],[2],[],False
492,354,18926177911d9e9b0d8b96577b5e516cc63837d2cab75328074af2419029a2e6,DAPRES,3,Pd,4,467730b966192807c99b73649ef1dd4ff3f5dfd85af504d2d6fd36aff92242bd,xyz/DAPRES.xyz,14d90758363d5f9787d68270766cbff838e5798de84589241b68a15b25a15098,2,[2],[2],[],False
493,37,189ddbc963ff540c21d4d406f83af6e6ca24ea9ededec94436ab169d438ea33a,QASYES,3,Zn,5,0c106deb082575e27ddbf6d8b08a371f073a464937af5ed5d89c130867846740,xyz/QASYES.xyz,9edb194b74214e5d5b1189ddedcb31d25815dd58f8463bc1c10fe6735b31ffa6,2,[2],[2],[],True
494,103,18b71a1c92e44219c4a21a2b8fce1dd165962d85c627a974d1fdf806162a3c60,HEKCAE,2,Ir,6,ad18f03af67d5d0755d09b9a8b6a541a9277283402cb4ad69b377e9bda8c86b8,xyz/HEKCAE.xyz,38ee032cfbe78cacc42bc29301c47e6770a221d5071538c836bfeeb8aab19926,2,[2],[2],[],False
495,355,18d8717e5d57f681e6a9e4383aaf3b61491020a79dd98ff13a12b6e0c269467c,MIRXUI,0,Zn,4,0d670bbff20c3296943fd1080e289fd1d73fbbc67fbdd5d503d35c964c94ae07,xyz/MIRXUI.xyz,8ea614ad65ecde3e9dcde71c87ecdcba0704dc8ff96b29c00f58c53fe98a7318,4,"[2,2]","[2,2]",[],False
496,356,18da948d678bf77799ed6f222c4c147aa1b57baeeaf1a8c4233071ac508a8d2e,SADHAG,1,Pt,4,6057cae77afef5964b561ca984fabcbf0684fd27efc8e4394788a11b42bd1912,xyz/SADHAG.xyz,52acd99fe44c2b966751d64e6601604b6f23c167463c4bcf4445ad9253b4daff,2,[2],[2],[],False
497,357,18e0c9944e5a463c961ac36a9feeb0bb26ef825a0b06ab3d22be2fbd97515c64,YIRMOF,2,Zn,4,39f56a5f3b99f035d978407a4054b1e20c34937a0e5f9492c9b1b4feda68deb9,xyz/YIRMOF.xyz,036786402a6e413cd3b8b49b223e97e55f71b431543674ac0cbeaa95a4ddb1c6,2,[2],[2],[],False
498,104,18ed41c8ebc19b10152c383880443937b3c97dce08daed6fa312d7bbdd9bb4c7,XENGOQ,0,Ir,6,446d6b687d5038027e39f5bf4d214b0ea779959a73a0c51d2bb5142ee8fe3cb2,xyz/XENGOQ.xyz,2a8d5fd497da383da5d8fb95a97432f6e1e8dedfe5208f000d9460634bb0103b,2,[2],[2],[],False
499,105,18f5bcebab14605b75aae4cdd891f4838425cb28828f03a7c2194ead72149ff1,HIJSAU,3,Zn,6,e62362c19634410247bade45970dba76d2d90259db5f6f0f3b94f32199a7f71f,xyz/HIJSAU.xyz,d32207c59bdfd7b3eccf875b0111adbaf3ea975341eee50a9cd4f0d9712298e3,4,"[2,2]","[2,2]",[],False
500,358,18fd8218b9633e82406c25a5165e7167ee93ba741a72ab564cb3a610e362b60e,PITPEO,1,Pd,4,9a36ab6144d16c11e71e8970af06503c2f54cd6a42c51d3d2b385e8400d7cbcb,xyz/PITPEO.xyz,5382cef1ddef1461b3c916dc9c4a81b37c1b03860ac4ae406835b36886ef86af,2,[2],[2],[],False
501,38,18feb96ba6183bda01d10a48ec1017dea06f60c4bdfb19ab78da92c33c695c51,IYICEB,3,Fe,5,33bf8e82cc37e7442d0b6d909914ab43b6bdce352fbb764d949a92498debb373,xyz/IYICEB.xyz,1000da0660b1dd9662815ac7bee8041f802952012f66bd0cc78e32365abbde7f,24,[4],[4],[],True
502,359,19356e8df3cf950b3a5770cdc6a5b65591e91b560cf6b42400355cbc21dbc883,LAPKAS,1,Zn,4,90748074275339e3cd640929a395bf191b7a7e5c56df8acfb4eed922bde0d86f,xyz/LAPKAS.xyz,58bb9c87fff970a8a2a7af271dd97ea6a65485065060c1a93523f81470be17b8,2,[2],[2],[],False
503,106,1946334f29a36ea88dd3c5d4525dd39abf49be292a11097793cc47194eecdf5e,AJEJIL,0,Ir,6,d1400c55c2c89ad74cf03d705c196e950f3eecb33893d3349a1e0f83dbc9ae93,xyz/AJEJIL.xyz,e67e4c4b8ae0e6e04353675b9c139a85d6c2795d2bdbedd6ec9855854f50a445,2,[2],[2],[],False
504,360,194774ddc2913a5c408dab3c53b5bcabf4f36ba2ba7a55321ab99f592ae9dad1,RIXDOR,0,Pd,4,54e5b34bebfd9cc156adecfcf1b8505106319a1af45bf232551627623a19869c,xyz/RIXDOR.xyz,e1fe0b2f934cc446debabb97effe0d9b58ae7b8064241d8171296137fd6e25a6,4,"[2,2]","[2,2]",[],False
505,107,194eaaadad157b11f980f9025cbf7ff596398b2632755f8c9a6d14ed78344444,ARUFID,3,Ir,6,c84ff2ac4b12c3895f23d0c89c2393c92479fedc8a07132086a805ae90809d0f,xyz/ARUFID.xyz,f04a21aa9c93619286df94c55cd34d09dabce893379ba3f78c9d19881b1fd296,4,[2],[2],[2],False
506,361,1953011d7f58b389af13abe7b1383d316ef59881531878e469ced46a8365aca9,WICCOE,4,Pd,4,9fc5092f7205cba0a03061071d87e8dc93d02225577443d424555cf1f46e80b5,xyz/WICCOE.xyz,5fe7f205c702af839d887dfc768f28f0e37975fedd05bf471e3cd96cf82f0ffa,4,[],[],"[2,2]",False
507,362,19609658f7a04f49505faebc44a878009f81a0a98d57b75c918e4d7a396341ed,OCUTUC,4,Pd,4,c7a4d9f3630b774374972888e37984be9f7a8d938dbcb9781c0c49bcb95f5873,xyz/OCUTUC.xyz,a762b2803ba3b7a0d8a6edc6601653b562a83c07a8a4d9f720aa5e192ff631e9,2,[2],[2],[],False
508,39,196e6965d28b0a113f7d171f9b37e24a5d08aaff3f1130c5442aa5967a46f30a,YUCKUE,3,Ir,5,ffbab0c1a6729780c22c7d5e6902b8391581b1f784d81b0b743edc0003d3bbdf,xyz/YUCKUE.xyz,aa3d972cbf2f02e88775dd4607771af6bce747ff83ee8117cdb8faad3f014238,6,[3],[3],[],False
509,108,1971f995422049683c3145ca19bea7e67cc946c1e027da028609e6495d0355a7,GIXBEX,1,Rh,6,6b54600ba0e8b14e23ca11c65eeaff02a3516b74a99f9b6d5affd3574bfb44e7,xyz/GIXBEX.xyz,fd14b76945d19b1fef8483747029e16caafc8910d9eb970d039f86d00ad4ad24,4,"[2,2]","[2,2]",[],True
510,109,1978671f2d9c77535cfa545f277a0b908c977edb5a1695c78101d3dae7a94523,FURLAF,1,Rh,6,d60db2b1d836a39860c0142539c7cfc670299ea9dbc61fb6ced9bf0c07b26338,xyz/FURLAF.xyz,0e46e110580c99df89be895005fd8f6944b65c32d573e4a6cde478ed1f83de91,12,"[3,2]","[3,2]",[],False
511,363,19789daca9e58cc2305eeaf21fba30fe10dae9d07dbae631c979b22f499bb82e,JERXUA,4,Zn,4,308f5e66cda127f6134b4c9cc659675b0b4a06a27655516bf8bc875ed216e0ec,xyz/JERXUA.xyz,bb00bc64399f6e7f68c379fba5fc4b6435f46cf96643bf91a9c4c7683734e845,4,"[2,2]","[2,2]",[],False
512,364,1982b22d63ae20015468f540ab065fe6b8099ec3f3fd0d6707aac95bc713f7cc,LIPDEU,3,Pt,4,68b1be0569728567cb10ae5b1f0fc0d1bd86b2359741c181eb9b21d90c65ecb0,xyz/LIPDEU.xyz,3d8455cf0a526738cfecd86c6c1ad754b0f51015c29491e707e1f2c62eff29c7,6,[3],[3],[],False
513,365,19834f0a40f5d188dab5045bfe8989c21ec8fffcfe278fc718814b00c19ebd70,ZOGJEK,0,Ag,4,e06c4ca6e86603b087bbbc69d328535e1b06f64432db597d1ad95954699511f6,xyz/ZOGJEK.xyz,57bf0556500908761b9d7eee8d3e3759a09aa30dd0c2058ac56fb3638ae911de,2,[2],[2],[],False
514,366,198c65e92f92656e29ab799a838d610795c3ead1da521f5fb638799fbd78dc04,ASUCEW,1,Zn,4,ddfaa511d52d5591be425f77fb4777a8237639292c725a24bf81036ed7f494bc,xyz/ASUCEW.xyz,c1c03044bdb0b4b4e31bbd916db7d3406e62a3ade5bacb4459483f8b63f85067,4,"[2,2]","[2,2]",[],False
515,367,198fc76ef3c2d3a828d1669b4be83c2e1e7a5d3564ec5f2d01c232887f0dfec1,DUBVUU,0,Pt,4,c78026333ff5305d821be8473db6a967a681d8c816580f6958fbeaa55d8b762c,xyz/DUBVUU.xyz,2ac7f249ba9e444a3ba64bbfbe43137f1e5b09324f4cbaf0977b166d0b100dde,2,[],[],[2],False
516,368,1992ddce894bf050959e1efec1a666977beaf0f9d572ab75155e126cab7780b5,BEAMNI,1,Ni,4,84d2a343f11a198a13433d86e90de74ccb88ea462b0f8afc72b31c2ee94899f3,xyz/BEAMNI.xyz,ff11daf5f271a25946c4be39d114c7121d0e5351feda6ec1ff979178baf60870,2,[2],[2],[],False
517,369,19b7b6f1fc12beb26f9ef44d83255bbf02e7764fb159cee70bc4784702242281,MUBBOA,2,Pt,4,92477fce6c8bb6719c691f5fbba185869ae52a5643d6723c09a3b8efd07a5361,xyz/MUBBOA.xyz,eb660677f7280c6195e4c7dc820adee4a47d70adcbaed7be0cebde2f6efc9271,2,[2],[2],[],False
518,370,19bda2849241b1e163a721f78e800f38a16dbaa5ce1b078c218ebbeb03fe541d,OLANUL,3,Pd,4,5059e469ee6ccb78e0f3b11418f6653e4088c126e4f4d823eb4b41b4e4bfb20f,xyz/OLANUL.xyz,b754e9fffd7c30e514a497ca82070b9aa90048ab147333db588f062ee26a4a43,4,"[2,2]","[2,2]",[],False
519,371,19c8a29265bcb11e3c965e7bcfbc65af7397fe35d11ea2b1bfbbed86cada6026,DAKNEI,1,Ni,4,bea3424e6a519f08a55556c98d98f132e90ea042d2a09f1da1686c4154962d5a,xyz/DAKNEI.xyz,8207d524b455a78f46dc1c68dcc00dc925662f94745dad21f312f9aacd9127f9,4,[2],[2],[2],False
520,372,19cbd80d973d13da84d62f51cf87a80c80a7890916f3bea30390c1883b597266,KEHKEQ,1,Pd,4,dddda8b5a9c00341b5d8cf07fdfe4379bcac50b71ce8fe96f8f84efe4904e8cc,xyz/KEHKEQ.xyz,8e2403b0b5724c1af9fa74d7356ffc47df12d5a0829fcd54bf41a30a28f8e247,4,"[2,2]","[2,2]",[],False
521,373,19d4e4578209057bac7928824f7da27817540cb2ba9f86659c0738bfc91e34d0,EGEXOE,4,Pt,4,163e7c3749e2912e3172e9080cacbbb9a7d902bb3a2a8617a1915b5c98e6ce24,xyz/EGEXOE.xyz,c7fc54ecd8babdff66045e303b477d6006fad7af1ac29623e49ed6a407a8411d,2,[2],[2],[],False
522,374,19fdb62b49f7df07c52207fae5a70a92c6dc5562651b35e1914d84a8a3a43fdd,MEMBIP,0,Pt,4,4d68fda7144d4befb6a42f5c1099eae587783cc5665183a23a65ee6cde358f3d,xyz/MEMBIP.xyz,1f08a153497d0f90df65b4b400655f6c5dd69e133a72eba89b4112c810753d4f,4,"[2,2]","[2,2]",[],False
523,375,1a27838880c5f123dda3c4fb249d8ce405ba0908b756def73c663f69b925e5c1,AKOGIR,1,Zn,4,18e9a245c5bd196a8530f4088b92b1fa2883a38c233deff3960fe6fc3b921643,xyz/AKOGIR.xyz,12246ff8d8aa6cff4006c3839972128acce68ea96c06232aaec1e114e3446d56,6,[3],[3],[],False
524,376,1a2912604ed1d087aec431dc56870d8b84371137d701e1794bb8a0d9e739c23f,OGAPUJ,0,Pt,4,87769adc39f208a904b924682c8530c2bdeb8eec6f82ea3df428869d41407edd,xyz/OGAPUJ.xyz,9ea6277434e17ab823ccd4497bc7b124061667dcb7cfe30f76d130d7b2900ceb,2,[2],[2],[],False
525,377,1a292e6a3584098d515602d35bb898e1eda8fd1b58227ed962a4246a75d6c74c,MIBDOS,3,Pt,4,eda6e57fdc368a4cf73125e9edbab988b67f8635715b92576d0f0340c41a5044,xyz/MIBDOS.xyz,dbd196f92d410691c61e1ee4dad1343bcc5266f8c26061eea60e3745daf8e851,2,[2],[2],[],False
526,110,1a30c036c0252ede587e65276266bd37edb1ce9325522ac566e9cbd1e8177c5f,CIWXAH,3,Cr,6,eed0a8ab2397b1d7bdc6fb66531a374986036b498ee5a99cf0810afd753fe1ad,xyz/CIWXAH.xyz,aa2720cc2ef1c7954bb109e36e61abb3bb93a0d36e4a311f9c4b7217d9bde891,48,"[4,2]","[4,2]",[],False
527,378,1a3170f939198ca37970bd8915dad8ddcdad478574f7797745c582b0e1ab7ad1,QEZCEE,0,Pd,4,b94decb7a5e4346967b9c6b8202c85d6d04e4cc6ae0612c50369baff7b70e82c,xyz/QEZCEE.xyz,9272b6a939fe71d544176f82d0cb24946c4ae558586548613b9c8ec133e7a2f5,4,"[2,2]","[2,2]",[],False
528,379,1a34d7b4ef3328d681c719108ef220c889759e32b0d793d662d59387e5952f3d,EVAGEN,4,Rh,4,0f26c1e7d6644836e972d56184af0393b23b9f3e95ef71aedbd1e662947efd4c,xyz/EVAGEN.xyz,1267539be0f25d41e1f11d017f5426599dbcde826ebbac682b52b4fc524ceeae,2,[2],[2],[],False
529,111,1a38b6dabf9759f84498e4cf701607e0659bce40f627d2500a7ae8dfa9615bf7,DUJTEK,0,Zn,6,c3ab237ba774272e7c0c916aabefd751b97ae286060b792f1c1bb38a2f6a27ce,xyz/DUJTEK.xyz,8523d4128c3f194c896858497589502e78a3ecaaa32ee1ea2d8afe0f9f789534,6,[3],[3],[],False
530,380,1a68e23e3b8d26befb30758046eb4c29b0879e8f1cb7f113d0aae8766b8726ac,HIXLOS,4,Pt,4,6a28180277a6432e20fc8d8fb4a780f9556c2adb673e64135e679500c9e8d274,xyz/HIXLOS.xyz,6e7f9a340105dc44763224b5080798a1c3b0162503239a4005acfa19d1d27504,2,[2],[2],[],False
531,381,1a73c0838680bdc388e9fb0c1c7e0e883f9c70017bed02b37935610097c20824,BUFMEX,0,Ir,4,e2ea6ff7501ee4615dc1fd39840ebb299845110f8cc1e39492c3c20038a0df31,xyz/BUFMEX.xyz,b899b13e46610b6ebcf259c30b95e7ba5ed8dcf74e1a69b35f5e7ebce4e49a7c,6,[3],[3],[],False
532,40,1a7d20d7b2e6dee5bae9fc70fec409448795ec5978e679441f46c158f74b7bf6,TUGXOK,4,Fe,5,a655214d850ccaba0d2820ffcd2b402c8643eb233b4954714e843e66d808f065,xyz/TUGXOK.xyz,e3288627703b403766c84e0d6c7936de948b6c3bfd5fe97b8036eaecf90069f7,6,[3],[3],[],True
533,382,1a8fbb712dba0f4fb18a269a048477d94bfec041b233bc779ab9b1d2beb3efcf,BERLOC,1,Pd,4,ab88b0c80579c829772b9b1de194d698609fecd2ef40e6208e6a0caa7169edbd,xyz/BERLOC.xyz,33491b946116bf13fcb5fa6226c24e3580bf0150d292f7a3c1764d80b8193a79,2,[],[],[2],False
534,383,1a91db51c452e4e5d82f104a36477e0886a8578ead40953bd8a3cd551c5156b6,HOVRAO,2,Pd,4,8c8112f45cc67b6b8989aa05e8571f0fe69e116f994761a56723b6d44b74e1dd,xyz/HOVRAO.xyz,4ff55806d935dfd236f1064bf02e4c56a32f1a38a8c1dda24c71d3a236063f11,2,[2],[2],[],False
535,384,1a9aa7ced0ad961c36472e6682f604b38bb2f25e50d5720e7ad9d130b669532b,NUVPOK,2,Cu,4,040e9a43313ecfae242cdd200756ecd941d20c54e260914b3caa923d4d1d22e4,xyz/NUVPOK.xyz,95085c390451a4ee2ac432c7cb853c81c39654952460bd7850595d22688fda2a,24,[4],[4],[],False
536,385,1abf4c30df9881480cba9804efe2a5c7224add3f8bc1c8b9e95742d7359ed5ee,FEHDOM,2,Pd,4,f41ec465b11cbe7c3fe8ec220062b09aa8046de66faf516eb8d52a9c9f91bbe6,xyz/FEHDOM.xyz,f76e92a27dafdeec931ffd3c486d58a42453fa9457054f63bf232cf6c0e4e0f7,2,[],[],[2],False
537,112,1ad829d47e817c68466562a5201c0ee4368ef17f0f83475ac9108f72fa6f6014,KUKNIO,2,Ir,6,94045c3a9b1e1d23cc797b42b91829d22351a45c19cb326a3c2cf5780062aaff,xyz/KUKNIO.xyz,af684659bc6b87230217fc072ede8df1127ac9edfa354b4a8501f4f87bc93f11,24,[4],[4],[],False
538,41,1ada451ee1e27372f14b25362771d74fccd3761b686db12ad853289436a00ea1,WABKOZ,4,Rh,5,41ab7c4f6ff3677c21aaee43dd3841d75f9863b82171d13f4905b4d9faeeef2d,xyz/WABKOZ.xyz,1669169a2f446c97499502f73039430757de2a60caa3fef3318e9b940081a352,4,"[2,2]","[2,2]",[],True
539,386,1ae134bbbf878168de0a7022dcf0a1d7f4999e2cbf27179ae4adeff95befa174,VILGOO,1,Ni,4,beb0ef5f878e13a8995f783b6ebe22ef55d679344e9226103017700d71ad01cf,xyz/VILGOO.xyz,d9f4d17ded6acdabd5e2a9e57ac41989db998666d11f8d916e4a8f207cb56918,2,[2],[2],[],False
540,387,1aeb3c1a3fa8a019abc02d7937073d0674bd0b5ab52d4dc5224243c955b33666,LUDREJ,1,Pt,4,2801517b3968f828ecc423fafd890ea5f802e4c9ef9012a97f827ad159852bea,xyz/LUDREJ.xyz,4d306195a5abb797300f3918e9057522e5c8d676455fb0bc3e2787c5c49a6287,6,[3],[3],[],False
541,388,1af4c95794f94ef2315e3bb62daafd30ab17e06a9a98fb6d66a753abdf0eaee2,MAQVOQ,3,Pt,4,0a3efb9909fc503e6312620031ef6f35301e5fa26b91fb3e8ca731aeeb00f053,xyz/MAQVOQ.xyz,ee9a77557aa7a8d3c9433188467afacbf0c7120295e94662be293b57a10ed0dc,2,[2],[2],[],False
542,389,1afcb937c703892413c32245bba2351e699ec68f86a88e9de046e294f4241553,YATXIC,4,Pt,4,de6e45ddf4ddd48aad366b35374c7fea7efa7b86d33914ba10731b5746de7bed,xyz/YATXIC.xyz,5a0308481d2e24e3b45144e1fed30a34ba1aa6cacc97c703fcaecf7db9b9955e,2,[2],[2],[],False
543,390,1b0fae237328bbaa7dae1b6ce72c823d39637354caec843e118a4ada2570f375,PEQWAM,4,Pd,4,945de965d84245fbf6b2c92fa8cb795150a95706a3bda141d5c3bab8a35f2c2c,xyz/PEQWAM.xyz,972a89f35591a169414270e907bed9465c8748344de3c5915d72172d66beac4d,2,[2],[2],[],False
544,391,1b14a9a98fc38c38162d3c77c04ad09908aa422a29e4b1a938a8b8521c189366,JOPHON,0,Pd,4,9f66af4793dd5b480ac317dd89b22d3727e9d7ff3736b08212ba0c97f37e7366,xyz/JOPHON.xyz,101389e8a3623d150295e3365f92f2f646265e1e661e4205c984521f14329291,4,"[2,2]","[2,2]",[],False
545,113,1b17a050f480affef55200ca6b4ca38d513489120d58d1b614e27e6a8e15081c,GOVPOZ,4,Ir,6,09c6e617920aa3c20fd33f4ec82111c449fad5b377a39e5ed623d2ff6fa700f8,xyz/GOVPOZ.xyz,f88836c21533ef14ceba7d48b42e859acfbd4339495907be73e30771deb64d3a,2,[2],[2],[],False
546,114,1b288b37f671ab6692f1263eebd071cad32804414b0cecb648d4ba78e88b58e0,GOFTUQ,1,Rh,6,c63a33ae67f57faf8b163a727bb5372ec4ee8514b5a3b44914a99ca3898a7474,xyz/GOFTUQ.xyz,ba642007e68c9e96a5884cd1dd5dd1e9396b0b7ac85bb92d475313a5f6f4af38,24,[4],[4],[],False
547,392,1b29b0b99d30a10f9b9dbc638d55765509911105bc435382cbf1826f49a7668f,GOFTEC,2,Pt,4,02b8508bbf482bdb125872d67b738e7978c26c523c8cfc33ac712324187ac702,xyz/GOFTEC.xyz,badaf52025c3c82dd4f18b2342789caecfe84a3d0de5c5d15d1262bb41f6be36,2,[2],[2],[],False
548,115,1b2f661f25ba9aed3b7b983e145c86c2d0a8d0f0814779c5964f385f4877d1da,XUJKAR,2,Ir,6,ae85229d397681b1994cb6fdb4f06fb85c1f763074277c80bc14869b72cba2ef,xyz/XUJKAR.xyz,2f0297ed7a7e0377818319ec6659ed1daae7341f1f30ad6ce1c4776338811447,2,[2],[2],[],True
549,42,1b336f3a6a25041234b8ed2c76d671063b00f4c165cd7845c31cf9ba7e137be6,CIKLIS,2,Zn,5,03631f57bdd08388e4f7743cdd4fb0892535fa2f9f88112a261689743f876082,xyz/CIKLIS.xyz,36c4b1394242e0228af0697d957a23f75d61656957b1af27463ec8fc6cc0efa1,2,[2],[2],[],True
550,393,1b44b8598ed0fe07aff078468066655c9517861a5fd1f858096db9ca22958199,FORNUV,0,Pt,4,44bd59e7176ae4d3f495cf55b88a4fc4959200e1f32609e4ff940bf11333ab79,xyz/FORNUV.xyz,4951ed15df50067640c73d2ceea7aa9dade85008730b0606fe47c55cf52d5de8,4,"[2,2]","[2,2]",[],False
551,394,1b4c206d1c70dca0a500a673d1a73a635d165d021a7863a2c856ec812f0b3a49,JECLOW,0,Zn,4,e1645a9a3108472860c3f168b060de151d1e5b4c39a7798ed8ef31c5a43d0e55,xyz/JECLOW.xyz,db1f5d67277e159e5379c2f0c74507a12d98b8f89e5835b8186dab844f92b7a6,2,[2],[2],[],False
552,116,1b60f69e3fb3a29cdf20808083a4772f0605f330717e826fea7374049fc3e787,OLOSOA,4,Ir,6,e7b23f6677b70ca7a99620000e81803784f9231e70efd7c8a9d1f492635bfd5b,xyz/OLOSOA.xyz,5e27388a805f1a242c2e6b1e7b080cfb8a2e76b6f42edf67103bcf162757eaa0,2,[2],[2],[],False
