refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_SP,S_Td,log_S_SP,log_S_Td,L0_hash,L1_hash,L3_hash
ACRHCO02,Ir,,,"C,O",2-1-1,8.8200,2.9500,0.9455,0.4698,580588619509,785133554287,880887464112
ACRHCP01,Rh,+1,d8,"C,O,P",2-1-1,3.0700,0.2400,0.4871,-0.6198,179739848722,178117900649,702999803634
ACTBPD,Pd,+2,d8,"C,O,S",2-2,8.3800,3.0400,0.9232,0.4829,244191465642,31547146483,295374497386
ACUCAD,Pd,+2,d8,"Cl,N",1-1-1-1,3.0300,0.1900,0.4814,-0.7212,760623465319,144918878933,525016679936
ACUCAF,Hg,,,,,6.4100,2.5400,0.8069,0.4048,839184041337,785027886662,190720523207
ACUCIM,Pt,+2,d8,"I,N",2-1-1,3.2900,0.5300,0.5172,-0.2757,129413892592,681051272155,165907545798
ACUCUY,Zn,+2,d10,,,3.0200,0.0100,0.4800,-2.0000,852806875145,359023765990,598498702537
ACUDIN,Cu,+2,d9,,,2.5400,0.3600,0.4048,-0.4437,272036794503,707736652785,938448525042
ACUFOW,Hg,,,,,6.8200,3.0000,0.8338,0.4771,882498071095,4261894655,331935588152
ACUGAJ,Hg,,,,,4.5400,1.8300,0.6571,0.2625,619321967491,257629137494,852119310342
ACUGEN,Hg,,,,,5.0200,2.1100,0.7007,0.3243,966268200947,499853103683,589221541982
ACUGEN01,Hg,,,,,6.5300,2.5800,0.8149,0.4116,338673430546,499853103683,589221541982
ACUGOW,Co,+2,d7,,,2.4800,0.0200,0.3945,-1.6990,614008773057,726319880012,986485106852
ACUJEP,Cd,,,,,6.2100,10.2700,0.7931,1.0116,171275937728,414210593255,324897791540
ACUJEQ,Ni,+2,d8,"N,O",2-2,2.9300,0.0500,0.4669,-1.3010,600754933373,491378916156,81360870405
ACUSAS,Pd,+2,d8,"Cl,P,S",2-1-1,2.9300,0.0500,0.4669,-1.3010,327763400686,943878914237,995874696329
ACUSUP,Pd,+2,d8,"Cl,N",2-1-1,9.5900,3.1600,0.9818,0.4997,111527878217,213942116695,343864819020
ACUVUQ,Cu,+2,d9,,,12.4700,8.9100,1.0959,0.9499,654433106934,575058715672,737910325927
ACUWOK,Pt,+2,d8,"Cl,S",2-1-1,8.3400,2.9200,0.9212,0.4654,782966170356,659751270157,550398458991
ACUWOK01,Pt,+2,d8,"Cl,S",2-1-1,8.3900,2.9100,0.9238,0.4639,536920172967,659751270157,550398458991
ACUWOK02,Pt,+2,d8,"Cl,S",2-1-1,8.3700,2.9100,0.9227,0.4639,205377467267,659751270157,550398458991
ACUWOK03,Pt,+2,d8,"Cl,S",2-1-1,8.2600,2.9300,0.9170,0.4669,677792972822,659751270157,550398458991
ACUWOK04,Pt,+2,d8,"Cl,S",2-1-1,8.2800,2.9200,0.9180,0.4654,960327019374,659751270157,550398458991
ACUWOK05,Pt,+2,d8,"Cl,S",2-1-1,8.3700,2.9200,0.9227,0.4654,845205206485,659751270157,550398458991
ACUWOK06,Pt,+2,d8,"Cl,S",2-1-1,8.2100,2.9400,0.9143,0.4683,828793668071,659751270157,550398458991
ACUWOK07,Pt,+2,d8,"Cl,S",2-1-1,2.9400,0.0600,0.4683,-1.2218,69880299804,334272892740,550398458991
ACUWOK08,Pt,+2,d8,"Cl,S",2-1-1,8.2200,2.9400,0.9149,0.4683,913276464052,659751270157,550398458991
ACUWOK09,Pt,+2,d8,"Cl,S",2-1-1,8.2500,2.9500,0.9165,0.4698,789177861637,659751270157,550398458991
ACUWOK10,Pt,+2,d8,"Cl,S",2-1-1,2.9400,0.0700,0.4683,-1.1549,745444748968,334272892740,550398458991
ACUWOK11,Pt,+2,d8,"Cl,S",2-1-1,9.2200,2.9900,0.9647,0.4757,456293762478,659751270157,550398458991
ACUWUQ,Pt,+2,d8,"Br,S",2-1-1,8.4100,2.9600,0.9248,0.4713,249146736832,188051534033,411668888190
ACUWUQ04,Pt,+2,d8,"Br,S",2-1-1,8.7700,2.9500,0.9430,0.4698,713988813792,188051534033,411668888190
ACUWUQ05,Pt,+2,d8,"Br,S",2-1-1,8.8000,2.9500,0.9445,0.4698,91317621260,188051534033,411668888190
ACUWUQ06,Pt,+2,d8,"Br,S",2-1-1,8.8300,2.9800,0.9460,0.4742,289500001962,188051534033,411668888190
ACUWUQ07,Pt,+2,d8,"Br,S",2-1-1,8.7100,2.9800,0.9400,0.4742,619621951562,188051534033,411668888190
ACUWUQ08,Pt,+2,d8,"Br,S",2-1-1,8.5700,3.0000,0.9330,0.4771,712159604436,42154050224,411668888190
ACUWUQ09,Pt,+2,d8,"Br,S",2-1-1,8.5600,2.9900,0.9325,0.4757,687640669709,188051534033,411668888190
ACUWUQ10,Pt,+2,d8,"Br,S",2-1-1,8.4900,3.0200,0.9289,0.4800,120449016343,42154050224,411668888190
ACUWUQ11,Pt,+2,d8,"Br,S",2-1-1,8.4400,3.0300,0.9263,0.4814,491147313666,42154050224,411668888190
ACUXAX,Pt,+2,d8,"I,S",2-1-1,8.8700,3.0400,0.9479,0.4829,955736985197,430187534178,856086702899
ACUXAX01,Pt,+2,d8,"I,S",2-1-1,8.5900,3.0300,0.9340,0.4814,164605581769,430187534178,856086702899
ACUXAX02,Pt,+2,d8,"I,S",2-1-1,8.6700,3.0500,0.9380,0.4843,553536938598,430187534178,856086702899
ACUXAX03,Pt,+2,d8,"I,S",2-1-1,8.5800,3.0500,0.9335,0.4843,445628754938,430187534178,856086702899
ACUXAX04,Pt,+2,d8,"I,S",2-1-1,8.4300,3.0800,0.9258,0.4886,843841974450,430187534178,856086702899
ACUXAX05,Pt,+2,d8,"I,S",2-1-1,8.6900,3.0500,0.9390,0.4843,183819731607,430187534178,856086702899
ACUXAX06,Pt,+2,d8,"I,S",2-1-1,8.5000,3.0800,0.9294,0.4886,166006813315,430187534178,856086702899
ACUXAX07,Pt,+2,d8,"I,S",2-1-1,8.4700,3.1000,0.9279,0.4914,641827824544,430187534178,856086702899
ACUYAY,Cu,+2,d9,N,4,4.8700,6.1100,0.6875,0.7860,247168076371,696076074473,289516764740
ACXMPD,Pd,+2,d8,"C,O,P",2-1-1,8.5500,2.9400,0.9320,0.4683,57793347819,141555667311,305002974439
ADABUF,Co,+2,d7,,,4.6400,0.9600,0.6665,-0.0177,448366241872,804148911621,979836146716
ADACIU,Co,+2,d7,N,4,8.4700,2.8500,0.9279,0.4548,669228223451,121312819597,783082034600
ADACOB,Ni,+2,d8,"Cl,N,P",3-1,18.1500,20.1700,1.2589,1.3047,283734093183,500900144059,78595561486
ADAJOI,Ni,+2,d8,"Cl,N,P",3-1,19.3300,19.7600,1.2862,1.2958,752035399599,637251017651,539346134355
ADAJUO,Ni,+2,d8,"Cl,N,P",3-1,11.9300,11.2700,1.0766,1.0519,153676434121,278136101353,732012753607
ADAKAV,Ni,+2,d8,"Cl,N",1-1,7.3700,8.8300,0.8675,0.9460,216911514702,667909332964,811948119764
ADAQIJ,Zn,+2,d10,,,12.8200,14.9300,1.1079,1.1741,467842278699,777839184458,956913343834
ADAREG,Fe,+2,d6,,,2.2300,1.7200,0.3483,0.2355,82469039420,529237680009,757314542477
ADAROQ,Fe,+2,d6,,,1.9100,1.3700,0.2810,0.1367,20751273670,653862762848,60533916494
ADARUW,Cu,+2,d9,S,2-2,2.9100,0.0300,0.4639,-1.5229,830118700821,621808511152,28934277247
ADASII,Zn,+2,d10,,,3.4200,0.7900,0.5340,-0.1024,462916163912,971663494803,815668819891
ADASOQ,Ag,,,,,2.3000,0.0500,0.3617,-1.3010,361938222755,642238221939,677688132730
ADAZUD,Pd,+2,d8,"C,Cl,N",2-1-1,8.2200,3.1600,0.9149,0.4997,988299315074,731145944324,864790338754
ADBPPD,Pd,+2,d8,"N,P",1-1-1-1,3.1300,0.3100,0.4955,-0.5086,736874299889,541127612502,491813973456
ADEBAN,Pd,+2,d8,"Cl,N",1-1-1-1,3.0700,0.2100,0.4871,-0.6778,550324970939,140887936443,946215686817
ADEBET,Pd,+2,d8,"C,Cl,N",2-1-1,9.5400,3.1900,0.9795,0.5038,458111280044,408728916930,937129250901
ADEBUH,Pd,+2,d8,"O,P",2-1-1,9.4200,2.9700,0.9741,0.4728,143777772012,521055943726,571131600131
ADEGEW,Mo,,,,,2.9000,0.0100,0.4624,-2.0000,256476965177,155942953651,375999564258
ADEHEX,Co,+2,d7,,,3.2300,0.2700,0.5092,-0.5686,766325660642,726349745172,44668566278
ADEHEZ,Zn,+2,d10,,,3.1400,0.0600,0.4969,-1.2218,337792715434,359023765990,598498702537
ADEJUR,Co,+2,d7,"C,N,O",3-1,8.4400,2.8500,0.9263,0.4548,298918281138,295748142887,611522225459
ADEKOJ,Cu,+2,d9,"Cl,N",1-1,8.2800,2.6800,0.9180,0.4281,345882707425,768327646867,289747067582
ADEKUT,Ni,+2,d8,,,2.8000,0.1600,0.4472,-0.7959,69365149456,503518024623,522916047931
ADELEE,Pd,+2,d8,"C,P",2-2,10.1500,3.2200,1.0065,0.5079,741110160826,527986068921,724276213700
ADEMII,Fe,+2,d6,P,2,3.0900,0.6600,0.4900,-0.1805,90498313200,155520833380,607372275787
ADEQAC,Pd,+2,d8,"Cl,P",1-1-1-1,2.9000,0.0200,0.4624,-1.6990,151396194237,803274202851,177547864847
ADEQUY,Co,+2,d7,,,4.6600,0.8600,0.6684,-0.0655,961706284608,53079548022,412743251276
ADERAF,Co,+2,d7,,,3.3700,0.5200,0.5276,-0.2840,802875688667,198191820266,340347978573
ADERUW01,Zn,+2,d10,,,2.8200,0.4500,0.4502,-0.3468,910563232486,902723088710,548164679636
ADETOV,Zn,+2,d10,,,3.4300,0.3500,0.5353,-0.4559,301357656679,502845504657,940599206900
ADEVOU,Ni,+2,d8,,,1.8000,0.8000,0.2553,-0.0969,86647179166,391893767154,908301855000
ADEWUF,Au,,,"C,N,O,P",2-1-1,3.1000,0.2400,0.4914,-0.6198,937134132753,606990450931,100753445971
ADIBEX,Pd,+2,d8,"I,P",1-1-1-1,3.0100,0.1500,0.4786,-0.8239,366181646504,809557282812,327985291957
ADIBUL,Pt,+2,d8,"Cl,N,P",2-1-1,3.0600,0.2100,0.4857,-0.6778,366910846476,703002041893,621828310354
ADIFID,Ni,+2,d8,,,3.4800,0.2800,0.5416,-0.5528,630028966465,573369985981,913803760769
ADIGEB,Fe,+2,d6,,,2.7100,0.1900,0.4330,-0.7212,430413594159,520026203517,541515189766
ADIHEA,Cd,,,,,3.1100,0.5800,0.4928,-0.2366,993005123274,215293956399,194465268418
ADIJAZ,Pd,+2,d8,"Cl,N,P",1-1-1-1,2.9100,0.0500,0.4639,-1.3010,82164545932,760337192365,610991015217
ADIMEI,Cu,+2,d9,"N,O",4,9.0100,2.8100,0.9547,0.4487,718087922383,761459408155,161613027775
ADIMUY,Zn,+2,d10,,,3.2600,0.2500,0.5132,-0.6021,460162585510,72230313411,473114673660
ADINIM,Pd,+2,d8,"N,O,P,S",3-1,8.1600,2.9900,0.9117,0.4757,538787164841,841464192035,409345954899
ADINOS,Pd,+2,d8,"N,O,P,S",3-1,9.0000,2.9800,0.9542,0.4742,438713984802,8909495918,190753088869
ADINUY,Pd,+2,d8,"N,O,P,S",3-1,8.0800,2.8700,0.9074,0.4579,387740956879,440805702768,141096584602
ADIPOV,Pt,+2,d8,"I,N",2-1-1,10.2500,3.4700,1.0107,0.5403,709884055936,249785764172,774908191321
ADIRAI,Cu,+2,d9,,,8.7800,16.1600,0.9435,1.2084,463257689437,270669771882,531815386430
ADIREN,Ni,+2,d8,"C,I",1-1-1-1,3.7300,1.0800,0.5717,0.0334,572036302270,805779299447,822327052743
ADITIS,Pd,+2,d8,C,2-2,3.0600,0.1500,0.4857,-0.8239,697235588813,49442649312,764916195581
ADITOY,Pd,+2,d8,"C,N",2-2,3.2500,0.3300,0.5119,-0.4815,754818946300,638383201628,255801875932
ADIWAP,Pd,+2,d8,"N,S",2-2,3.1300,0.2600,0.4955,-0.5850,511484424636,819863913632,461810072340
ADIWIV,Zn,+2,d10,,,4.5500,6.2100,0.6580,0.7931,704657116463,307346770594,917967132627
ADIXAM,Pt,+2,d8,"Cl,P",1-1-1-1,2.9200,0.0300,0.4654,-1.5229,813727934259,237173565948,610887746828
ADIXER,Ru,+2,d6,"F,N,P",3-1,3.1100,0.3000,0.4928,-0.5229,933160862202,915309504832,234010458196
ADIXOE,Pt,+2,d8,C,1-1,9.0100,3.3900,0.9547,0.5302,838079118364,999062750436,282290758510
ADIXUI,Pd,+2,d8,"N,O,S",3-1,8.3900,2.9700,0.9238,0.4728,473210688659,967576408524,159735578181
ADIYAP,Pt,+2,d8,"N,O,S",3-1,8.4000,2.9800,0.9243,0.4742,665315497918,846804410699,322737442306
ADIYER,Pt,+2,d8,N,2-2,7.3200,3.4800,0.8645,0.5416,85444493095,572320070203,997459763437
ADIYOF,Pd,+2,d8,"C,N,O",4,8.8700,11.0400,0.9479,1.0430,847073758108,34604044067,607489195251
ADIZAR,Fe,+2,d6,,,5.4400,1.5100,0.7356,0.1790,211860596581,599959520273,875744784814
ADOCOP,Au,,,"C,Cl",1-1-1-1,3.0000,0.1500,0.4771,-0.8239,7196817676,280846751881,362544939463
ADOFAD,Pd,+2,d8,"C,N",3-1,9.7300,3.0500,0.9881,0.4843,144389428516,169654915801,590220536630
ADOKIO,Hg,,,,,2.8200,1.0800,0.4502,0.0334,761057798033,631050360067,245157494010
ADOLEL,Hg,,,,,3.2400,1.2700,0.5105,0.1038,343327337314,192636836229,305005040014
ADOLOU,Zn,+2,d10,,,4.6000,4.9000,0.6628,0.6902,187876942070,6407854856,903523873503
ADOOSA,Os,,,,,2.8400,0.0000,0.4533,-3.0000,361969294969,824720476507,306507661417
ADOPAL01,Cr,,,,,3.6200,0.0500,0.5587,-1.3010,843484289177,316529741742,144929508853
ADOPEP,Cr,,,,,4.2000,0.1600,0.6232,-0.7959,998751301628,874673801950,752164205265
ADOPUE,Pd,+2,d8,"Cl,N",1-1-1-1,3.0200,0.1800,0.4800,-0.7447,385729968240,99416692472,116431466657
ADOQEP,Cu,+2,d9,,,5.1100,2.7400,0.7084,0.4378,278869341629,110016146327,565310127540
ADORUG,Mn,,,,,3.5200,1.1700,0.5465,0.0682,387989371601,815892372275,211080358725
ADOSAN,Mn,,,,,8.9700,3.5200,0.9528,0.5465,954383655858,177339210922,33550319557
ADOVEV,Zn,+2,d10,,,2.6300,0.1300,0.4200,-0.8861,653289168084,487790694367,879494224562
ADOWUM,Pt,+2,d8,"C,P",2-1-1,9.1800,2.9300,0.9628,0.4669,96706178222,46314388940,322242069238
ADOXAT,Pt,+2,d8,"C,P",1-1-1-1,3.0500,0.2100,0.4843,-0.6778,619047067560,236676989362,333200873730
ADOXEX,Pt,+2,d8,"C,P",1-1-1-1,3.0900,0.2500,0.4900,-0.6021,826169766671,467731341335,640301054236
ADOXIB,Pt,+2,d8,"C,P",2-1-1,9.0200,2.8900,0.9552,0.4609,613711691210,439939187040,943097304979
ADOXUQ,Rh,+1,d8,"C,N,S",3-1,3.1200,0.3100,0.4942,-0.5086,342058254388,696115738437,303511498237
ADOYAW,Cu,+2,d9,,,5.8100,1.0700,0.7642,0.0294,42052057548,37415349678,233484681864
ADOZIG,Cu,+2,d9,,,2.8300,1.4500,0.4518,0.1614,836022341472,528120046061,6453445623
ADUBAG,Cu,+2,d9,,,3.0700,1.5000,0.4871,0.1761,24397273152,324357216189,278045645474
ADUBUA,Pd,+2,d8,"Cl,P",2-1-1,8.6000,2.8900,0.9345,0.4609,334116114809,271705232321,951451586786
ADUFIQ,Pd,+2,d8,"C,N",1-1,3.2200,0.6000,0.5079,-0.2218,636294042288,523839222514,50647946283
ADUFOW,Pd,+2,d8,"C,N",1-1,3.2600,0.4600,0.5132,-0.3372,801731189698,101297150041,701575857143
ADUFUD,Zn,+2,d10,,,2.7000,1.2300,0.4314,0.0899,239374752998,477598595062,21266300389
ADUGAJ,Pd,+2,d8,"C,N",1-1,8.7200,3.2000,0.9405,0.5051,608155016783,457905608285,9723777935
ADUGIT,Cr,,,Cl,1-1-1-1,2.8900,0.0100,0.4609,-2.0000,141144065413,781453454560,751736250627
ADUGOW,Pd,+2,d8,"P,S",1-1-1-1,2.9200,0.0300,0.4654,-1.5229,730618240358,554147099913,544351647409
ADUGOY,Pd,+2,d8,"Cl,P,S",2-1-1,7.8200,3.1600,0.8932,0.4997,988115978797,69790845012,369474404139
ADUHAJ,Pd,+2,d8,"P,S",1-1-1-1,2.9200,0.0400,0.4654,-1.3979,57294502739,302965351058,695805193891
ADUHAK,Pd,+2,d8,"C,I,P",1-1-1-1,2.9800,0.1400,0.4742,-0.8539,114400433735,139112512980,678942272106
ADUHAL,Pd,+2,d8,"Cl,P,S",2-1-1,7.7500,3.1700,0.8893,0.5011,237713087730,964928533622,498340860724
ADUHOZ,Pt,+2,d8,N,3-1,3.0300,0.1800,0.4814,-0.7447,517600875811,193411516499,370028683581
ADUKER,Pd,+2,d8,,,3.8000,5.4600,0.5798,0.7372,360797211290,768115558049,557891687282
ADUKIV,Pd,+2,d8,,,4.9000,1.0100,0.6902,0.0043,922519427201,533828879030,165772497940
ADULAN,Pd,+2,d8,"C,N,O,P",2-2,10.7100,3.3200,1.0298,0.5211,171891157252,855911654864,696779521978
ADULIV,Pd,+2,d8,"C,Cl",1-1,7.3500,2.9600,0.8663,0.4713,746845320850,472987458733,598296828763
ADUMOC,Pd,+2,d8,"N,O",1-1-1-1,2.8900,0.0100,0.4609,-2.0000,411301410639,325159114987,91241115743
ADUMUJ,Pd,+2,d8,"C,Cl,P",1-1-1-1,2.9300,0.0600,0.4669,-1.2218,931881967246,59122676981,828758192141
ADUNOC,Pd,+2,d8,"Cl,P",2-1-1,8.7200,2.9400,0.9405,0.4683,664815695115,72025881812,773924768601
ADUQEV,Ag,,,,,5.2800,8.7100,0.7226,0.9400,74895614604,517788791800,937301571973
ADURAS,Ag,,,"O,S",1-1,1.1000,1.1100,0.0414,0.0453,547683487259,758937304549,474385877816
ADUREX,Zn,+2,d10,,,2.3400,0.3700,0.3692,-0.4318,366417633048,713253385503,497244406904
ADUREX01,Zn,+2,d10,,,2.3700,0.3700,0.3747,-0.4318,369803214287,427334351392,497244406904
ADURUM,Ag,,,,,3.6200,1.9500,0.5587,0.2900,603505182150,955273745864,248144835239
ADUSAT,Ag,,,,,5.0600,1.8200,0.7042,0.2601,439944714630,26058913448,106248763929
ADUSEZ,Pt,+2,d8,"C,P",1-1-1-1,3.1000,0.2800,0.4914,-0.5528,232279012636,988829733224,923084199036
ADUSEZ01,Pt,+2,d8,"C,P",1-1-1-1,3.1000,0.2700,0.4914,-0.5686,511796477643,988829733224,923084199036
ADUVAW,Zn,+2,d10,,,2.5300,2.0300,0.4031,0.3075,561831336311,145535001932,27204101862
ADUVOL,Ni,+2,d8,"C,Cl",1-1-1-1,3.0500,0.2200,0.4843,-0.6576,976546671353,944407877240,935682419519
ADUXIJ,Ni,+2,d8,,,14.3100,23.5300,1.1556,1.3716,764056137520,106183225459,870526749184
AEBZTZ,Cu,+2,d9,,,6.2100,1.4700,0.7931,0.1673,778581850842,14376352940,780320495607
AEMANI,Ni,+2,d8,N,4,9.5300,20.7900,0.9791,1.3179,714379670132,446214327369,241746547391
AEPYCC10,Cu,+2,d9,"Cl,N",1-1,7.9000,2.6500,0.8976,0.4232,740305191153,643255216882,71397488438
AEPYCC11,Cu,+2,d9,"Cl,N",1-1,7.9400,2.6800,0.8998,0.4281,19517563456,643255216882,71397488438
AEPYCC12,Cu,+2,d9,"Cl,N",1-1,7.9800,2.6900,0.9020,0.4298,369814462762,643255216882,71397488438
AFABEQ,Pd,+2,d8,"C,N,O",2-1-1,3.0500,0.1700,0.4843,-0.7696,971261388097,856204664263,224877697232
AFABOA,Pd,+2,d8,"C,N,O",2-1-1,3.0900,0.2000,0.4900,-0.6990,973011489989,376100916191,718059948256
AFABUG,Pt,+2,d8,"C,N",3-1,7.9300,2.9900,0.8993,0.4757,236800824485,581839056648,304880527497
AFADUI,Ru,+2,d6,"C,P",1-1-1-1,2.7900,0.1500,0.4456,-0.8239,565493570538,317719126379,233977055780
AFAHOI,Zn,+2,d10,,,2.7200,0.2700,0.4346,-0.5686,790190595324,35363866531,643451934600
AFAJAT,Pd,+2,d8,N,2,12.8300,7.0700,1.1082,0.8494,178582054251,55894730287,81412248938
AFAJAV,Pt,+2,d8,"Cl,N",2-1-1,9.7300,3.3900,0.9881,0.5302,148762576450,419391128595,438285359471
AFAJOJ,Pt,+2,d8,"Cl,N",2-1-1,8.6800,3.0100,0.9385,0.4786,781193858553,655827571734,627584725641
AFAKAW,Pt,+2,d8,"Cl,N,S",1-1-1-1,2.9700,0.1100,0.4728,-0.9586,946205993179,568967375833,359448307966
AFALIF,Ru,+2,d6,P,2-2,3.0900,0.2600,0.4900,-0.5850,725299429297,621370789747,724140138118
AFAMEB,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.7600,3.0400,0.9425,0.4829,984071777996,992822854077,788883568749
AFAMIF,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.5800,3.0200,0.9335,0.4800,259635608500,379688428986,775051643512
AFAMOL,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.5500,3.0500,0.9320,0.4843,489576831039,929982043161,14566104372
AFAMUR,Pd,+2,d8,"C,Cl,N",1-1-1-1,3.0900,0.2700,0.4900,-0.5686,590780003895,784076030158,408862252754
AFANAY,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.6600,3.0600,0.9375,0.4857,142054788112,162319378264,507863416379
AFANIG,Pd,+2,d8,"Br,C,N",1-1-1-1,3.2200,0.4500,0.5079,-0.3468,357347428944,985999104731,592037637183
AFASAD,Ru,+2,d6,"C,P",1-1-1-1,2.9400,0.0800,0.4683,-1.0969,21283057366,910741550899,378411884323
AFASIL,Ru,+2,d6,,,6.7000,2.1700,0.8261,0.3365,297662836806,820802380900,399715005948
AFASUX,Ru,+2,d6,"C,P",1-1-1-1,3.0500,0.2100,0.4843,-0.6778,364462477033,910741550899,378411884323
AFATIM,Cu,+2,d9,"N,O",2-2,2.9200,0.0400,0.4654,-1.3979,749069372341,969035685678,854169705814
AFATUW,Ni,+2,d8,"Br,C,P",2-1-1,3.2000,0.4100,0.5051,-0.3872,930458519667,250884038716,794467526794
AFAVEK,Cu,+2,d9,"N,O",2-2,2.9400,0.0700,0.4683,-1.1549,212885437508,891340863478,313981476594
AFEDEV,Zn,+2,d10,,,5.8400,1.0700,0.7664,0.0294,812707256861,635888495071,665033072190
AFEDOH,Co,+2,d7,,,4.0800,0.1400,0.6107,-0.8539,37950218136,14831695740,479558885763
AFEFAT,Cu,+2,d9,"N,O",2,8.3100,9.2800,0.9196,0.9675,647819997628,842862308989,769242501416
AFEFUN,Fe,+2,d6,,,2.9000,0.0100,0.4624,-2.0000,845795283535,773636067601,412312253151
AFEFUO,Co,+2,d7,,,3.8500,0.2100,0.5855,-0.6778,889477420851,280222763617,382586394576
AFEGAU,Ni,+2,d8,"N,S",4,5.8600,11.1000,0.7679,1.0453,452576038547,712234307962,201651554103
AFEHUP,Cu,+2,d9,"N,O",2-2,2.8900,0.0100,0.4609,-2.0000,658479855091,590950322577,944427728499
AFEKIG,Ni,+2,d8,"N,O",2,8.7800,2.8300,0.9435,0.4518,459550935800,772410190860,903884377817
AFELEC,Rh,+3,d6,"C,Cl,O,P",2-2-1-1,10.6100,13.3900,1.0257,1.1268,846281273141,887383563385,268578212792
AFELIG,Pt,+2,d8,"Cl,P",1-1-1-1,8.4300,2.9000,0.9258,0.4624,990702281864,453735161475,427335476323
AFELUU,Zn,+2,d10,,,2.8500,0.0200,0.4548,-1.6990,106239874300,877077737170,968326555803
AFEMEE,Zn,+2,d10,,,4.3700,0.4200,0.6405,-0.3768,805550218347,881277884926,362807179254
AFEMEE02,Zn,+2,d10,,,4.3600,0.4200,0.6395,-0.3768,194824764802,881277884926,362807179254
AFEMEE03,Zn,+2,d10,,,4.3600,0.4200,0.6395,-0.3768,194824764802,881277884926,362807179254
AFEMEE04,Zn,+2,d10,,,4.3900,0.4300,0.6425,-0.3665,228117742490,881277884926,362807179254
AFERIO,Ni,+2,d8,"P,S",1-1,9.2700,12.8600,0.9671,1.1092,553951786689,973819179909,497822473491
AFEROS01,Pd,+2,d8,"Cl,N",3-1,8.9400,3.3100,0.9513,0.5198,377791219462,441956285996,905148507495
AFEVAK,Pd,+2,d8,"Cl,S",1-1-1-1,8.6800,2.8700,0.9385,0.4579,378023460194,236825721395,233325153677
AFEVEO,Pd,+2,d8,"Cl,S",1-1-1-1,8.7300,2.8600,0.9410,0.4564,207767073297,236825721395,233325153677
AFEYET,Pd,+2,d8,"C,N",1-1,3.4000,0.6400,0.5315,-0.1938,92165357364,417610887595,754820950804
AFEYOD,Pd,+2,d8,"Br,C,N",1-1-1-1,8.8600,3.2000,0.9474,0.5051,234814478363,753011369788,781552802181
AFEZEU,Pd,+2,d8,"C,N,O",2-1-1,9.3000,2.9400,0.9685,0.4683,417997069926,310398511338,250254160971
AFEZUK,Pt,+2,d8,"C,N",1-1,3.3500,0.5700,0.5250,-0.2441,867320217038,807655191533,800284022523
AFIBAU,Fe,+2,d6,,,3.4900,0.5200,0.5428,-0.2840,916710183733,985261627766,615393168604
AFIBAV,Zn,+2,d10,,,2.7300,1.2500,0.4362,0.0969,176098528057,584902488014,909298959969
AFICIC,Ni,+2,d8,,,2.0900,0.5000,0.3201,-0.3010,430278974088,500503970113,293711012080
AFIDOJ,Zn,+2,d10,,,3.4300,0.0400,0.5353,-1.3979,761294603788,177238265690,67828277407
AFIGAA,Zn,+2,d10,,,3.5700,0.1600,0.5527,-0.7959,549430767585,709599115960,891718198958
AFIGEE,Fe,+2,d6,,,2.7400,0.0100,0.4378,-2.0000,655848267783,773636067601,412312253151
AFIHAC,Cu,+2,d9,,,5.6500,1.4100,0.7520,0.1492,409764382922,21804931381,785391804927
AFIHIK,Cu,+2,d9,,,4.0200,1.2800,0.6042,0.1072,276405413357,21804931381,785391804927
AFIHOQ,Cu,+2,d9,,,3.0000,1.3900,0.4771,0.1430,68876519949,499814428874,5761326215
AFIHUW,Cu,+2,d9,,,5.5900,1.4100,0.7474,0.1492,32567071946,508196680132,638782278843
AFILUX,Pd,+2,d8,"C,N,O,P",2-2,10.5800,3.2700,1.0245,0.5145,242228822553,855911654864,696779521978
AFIMEK,Pt,+2,d8,"Cl,N,O",2-1-1,3.1500,0.2700,0.4983,-0.5686,352617873660,613455221269,949005303284
AFIPEL,Pt,+2,d8,"C,I,N",2-1-1,9.7900,3.4400,0.9908,0.5366,88290923768,665701367022,161852873001
AFIROW,Pt,+2,d8,"C,P",1-1-1-1,3.0600,0.2300,0.4857,-0.6383,24367755735,92017019604,602315833829
AFITUE,Co,+2,d7,,,6.9600,0.9100,0.8426,-0.0410,217512014334,635080789215,821395998073
AFIVIV,Co,+2,d7,,,2.4400,0.5300,0.3874,-0.2757,864918575955,571307727621,211074298486
AFIVOB,Co,+2,d7,,,3.8900,1.6600,0.5899,0.2201,51019791109,299039734018,866696152362
AFIXUJ,Pd,+2,d8,"Cl,O,P",1-1-1-1,2.9800,0.1300,0.4742,-0.8861,714651602333,332500408380,906190799144
AFOBUV,Au,,,"C,N",1-1,3.2700,0.4600,0.5145,-0.3372,433661674079,91183436161,900586438383
AFOCAC,Au,,,"C,N",1-1,3.2300,0.4200,0.5092,-0.3768,214636916344,364797675931,859185153301
AFOCEG,Au,,,"C,N",1-1,3.2400,0.4300,0.5105,-0.3665,293082913229,309935420114,831325993377
AFOFEH,Zn,+2,d10,C,2,11.9200,4.7900,1.0763,0.6803,827388684226,882653987032,211265211807
