selection_order,gate_member,stratum_selection_rank,mol_id,fold,metal,cn,graph_sha256,canonical_smiles,source_member,source_payload_bytes,source_payload_sha256,n_atoms,selection_score_sha256,ligand_payloads_json,ligand_payload_provenance_json,connectivity_status_json
599,False,26,WUKDUC,2,Fe,5,8c4f397536e1e24c282b1ee741c344e3e0369ef4d07ff4150c80f335c98ea805,CP(C)(C)->[FeH+](<-[S-]c1ccc(Br)cc1)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C,xyz/WUKDUC.xyz,2316,00c38bc1e03dd87e7220eaadd8788851f719f00d1c91aae9009e006bf0ca9bb3,66,9667264c240560a6c0e9f549d1f50482584ed382fdae7a19506c610a5afa05ea,"[""P"",""P"",""P"",""P"",""[H]C1CC([H])C([H])C(S)C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
600,False,37,RIMTUC,3,Ir,5,51ae1f9dfedb5c9c5d68ca68813702fcbaa279193cd7f8d3186d43afbcc915c4,CCP(CC)(CC)->[IrH+2](<-[Cl-])(<-[Cl-])(<-P(C)(C)C)<-P(C(C)C)(C(C)C)C(C)C,xyz/RIMTUC.xyz,2457,e1b3027a28bd3666d50f8f5df9d8c2385105dd182d64b491a9b823c81c518eb5,70,968d23c131b8633c178838fae626b99e587c75e986581a2a3753db47555b054f,"[""P"",""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
601,False,36,QOWZAF,4,Ir,6,ed3c73b079419e6116adb645d71901f1422da8ea0579011a20ecf00aed134ffd,C1c2ccccc2[O-]->[Ir+3]23(<-[c-]4ccccc4-n4cccn->24)(<-[c-]2ccccc2-n2cccn->32)<-N=1c1ccc2ccc3cccc4ccc1c2c34,xyz/QOWZAF.xyz,2665,12a6e4b2e34df4a520e78629df798ef479228fd4cf817936b0f0279bc6350d7b,76,976818d4a343a7a33fae6b7be91be39692356dac065261cfab9f3eb740bee6a5,"[""[H]C1CC(N2NC([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC(N2NC([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C(NC1C([H])C([H])C2C([H])C([H])C3C([H])C([H])C([H])C4C([H])C([H])C1C2C34)C1C([H])C([H])C([H])C([H])C1O""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
602,False,20,OHIQIH,3,Rh,6,bca3bd5ab05b128edbffc471339206fd85bc4700e91cc37d3736a7849c9e6b8c,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Rh+3]<-12(<-[Cl-])(<-[C-](=O)c1ccccc1P->2(c1ccccc1)c1ccccc1)<-n1ccc[nH]1,xyz/OHIQIH.xyz,2841,12c5e68733abfeba198f34c0221ecd3a65ef5df886d93e6fb1db0c138320c4ab,81,97748b0966a6e93b74ec3f6247411bc954a803e0a03db837074961b424b06b43,"[""[H]C1CC(CO)C([H])C([H])C1[H]"",""[H]C1CC(CO)C([H])C([H])C1[H]"",""[H]C1NN([H])C([H])C1[H]"",""P"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
603,False,27,DEPBEF,2,Pt,6,3e20b857b72d4435f2168e5850733b43f9021177bf33c9653bdee55f0943870d,[Cl-]->[Pt+4]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n2ccccc2-c2ccccn->12,xyz/DEPBEF.xyz,884,787f0ad7a5eed861de49c82bf29cf701841d4e07b099c5cc72654c91b3a93206,25,98057e724a32efe3412c03803793ef1c9d61a811290028ff68299e50ab8fea5d,"[""[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Cl"",""Cl"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
604,False,17,WERFOR,3,Pd,4,f78914100285ec91122674875ad487f1fff521214b844644dfce0a52792fcc34,O=P(c1ccccc1)(c1ccccc1)c1ccn(->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,xyz/WERFOR.xyz,2492,d482a5cd6074c07057dd6137db885c66bf2427a322e4d70bf0961b95da8286c1,71,98456c6946c095bf7847a29792eb04975065724b259e275aebc67930c158ec4c,"[""[H]C1CC([H])C([H])NC1[H]"",""[H]C1CC([H])C([H])NC1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
605,False,15,EQUVIX,1,Rh,6,92fb9a45f43a3e5408b9c7d4564dc160b135717aa5e50569bcf5a2310a9e4733,c1cc[c-]2->[Rh+3]34(<-[c-]5ccccc5-c5oc6ccccc6n->35)(<-n3ccccc3-c3cc[nH]n->43)<-n3c(-c2c1)oc1ccccc13,xyz/EQUVIX.xyz,2280,d64e845f6bb56b3a41f217b58e1f32b8d626b18d9d5dabe1617eb3dac298939d,65,985ceb6040ecd8523929b1d8be36db2ae2a0ce080c9fbde7a9717b8c9bc042bc,"[""[H]C1CC(C2NC3C([H])C([H])C([H])C([H])C3O2)C([H])C([H])C1[H]"",""[H]C1CC(C2NC3C([H])C([H])C([H])C([H])C3O2)C([H])C([H])C1[H]"",""[H]C1NC(C2NN([H])C([H])C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
606,False,21,PYDTCI,4,Fe,5,c0cc8b51d6456aa332960e45a77fc6d3fba1a76c67d64dd9bde77ed71e2fef59,[O+]#[C-]->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1ccccc1,xyz/PYDTCI.xyz,705,051f27b97e3b9fbc0fa69055c5f318be0bcaaf8e16f6cbda38a605488049e9b8,20,985d9f0a2fde99c9b832ec263bf206a3f7f90db50d03079188df818209cc22af,"[""CO"",""CO"",""CO"",""CO"",""[H]C1NC([H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
607,False,16,PEWKIO,4,Zn,6,8b63bd30279f8ea11acb45cab270e80ad3e08678ebcecaff851d8cc29f41e5ed,C1=CC2=C(c3ccccc3)N3=NC(SCc4ccccc4)=S->[Zn+2]<-345(<-S=C(N=N->4C(=C3C=CC=C[N-]->53)c3ccccc3)SCc3ccccc3)<-[N-]2C=C1,xyz/PEWKIO.xyz,2910,ab8e19008007fa31e27542a9e082d5784fd3bd35d9a6e15db915ad8fd58b3fce,83,98f15e2aeffbbda9ba2d19df95a54234dd9c52e62f18dacc4c2c84b2ca7f6727,"[""[H]C1NC(C(NNC(S)S)C2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(C(NNC(S)S)C2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
608,False,35,HIRLED,0,Ni,5,7e239724a8d09775b29e12edee7542b7d742a105ec7e8bce0b3916dc084a7089,CP(C)(C)->[Ni]1(<-C=C->1(F)C(F)(F)F)(<-P(C)(C)C)<-P(C)(C)C,xyz/HIRLED.xyz,1720,62b2b0ddbb0f65341cb47c26824b2f7ea819ee2975a8451490533087a1ca3c17,49,9900371d969351c90b04e8088ef6e4967d07e65bcc4c574b9b85211bd221a814,"[""[H]C([H])C(F)C(F)(F)F"",""P"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
609,False,16,XIVHIW,3,Pd,4,bc89b73a663d37614cab00a91dfeeb9c4aa3c74cd71a1f97e85206db6e8b30c4,COc1ccccc1N=C(Nc1ccccc1OC)Nc1c(OC)ccc[c-]1->[Pd+2](<-[N-]=C=S)(<-P(C)(C)C)<-P(C)(C)C,xyz/XIVHIW.xyz,2805,ad3f43917b50e0ec99135b58a3ce77ba1ab8ba6c15471b6eea1d2f4cd6754a8c,80,9931fde5d5d6f06ef2543f570e6e00cb4b0de5b6112705ec6937196161ce4d65,"[""[H]C1CC(N([H])C(NC2C([H])C([H])C([H])C([H])C2OC([H])([H])[H])N([H])C2C([H])C([H])C([H])C([H])C2OC([H])([H])[H])C(OC([H])([H])[H])C([H])C1[H]"",""NCS"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
610,False,24,SOTWOO,3,Pd,4,8a2984fe359b0b3769f4c09acc72633e995fd6f5577b643a477f3ee0a6cddcde,c1ccc(-n2nnnc2[S-]->[Pd+2](<-[S-]c2nnnn2-c2ccccc2)(<-P23CN4CN(CN(C4)C2)C3)<-P23CN4CN(CN(C4)C2)C3)cc1,xyz/SOTWOO.xyz,2770,cbbb75d9f32f52b76c2b1295c7bec61970b943a44863464cc27e340e1b0a4f7c,79,9948f2ea5171f128af3f6e2730fbc2e2456f08affe1b205fd96e91e1bcf9629a,"[""P"",""P"",""[H]C1C([H])C([H])C(N2NNNC2S)C([H])C1[H]"",""[H]C1C([H])C([H])C(N2NNNC2S)C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
611,False,8,HUYVAZ,1,Zn,6,37e2c978093eb8bac8c86543a7a5e0eb053586c84326fe602286c057444177ea,Oc1ccc(-n2nnnc2[S-]->[Zn+2]23(<-[S-]c4nnnn4-c4ccc(O)cc4)(<-n4cccc5ccc6cccn->2c6c54)<-n2cccc4ccc5cccn->3c5c42)cc1,xyz/HUYVAZ.xyz,2840,c367356dd4b294a1962021ed5a8ce128d5ee622ad8a2a970ca2622f5133f023a,81,99f84c2d6bfe033df894e52a92b21fd5c3b759532775707f6548b541080fa9d5,"[""[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H]"",""[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H]"",""[H]OC1C([H])C([H])C(N2NNNC2S)C([H])C1[H]"",""[H]OC1C([H])C([H])C(N2NNNC2S)C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
612,False,42,NUBRUZ,4,Fe,5,209ee4c909c63f3bcd569fc0ae38457d14a55bd884ac99d8dbadf3a096efee68,CC(C)P1(Nc2cccc3NP(C(C)C)(C(C)C)->[FeH+]<-1(<-[C-]#[O+])(<-n23)<-P(C)(C)C)C(C)C,xyz/NUBRUZ.xyz,2525,7c079a5b7e703f48927445bf12157e2ae5d80075963adcf82ded72ae90886edd,72,9b07d66cffd462c60c5bc5dab82d07dd4da5904365381212004050c23748a76d,"[""[H]C1C([H])C(N([H])P)NC(N([H])P)C1[H]"",""CO"",""P""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
613,False,50,VUJKOC,4,Zn,4,fa048ca0e9bfae814631b8d9959b350e3d592f0b2adf3cb2b139ca406b17084a,FC(F)(F)Oc1ccc(N2=C3C(=N(c4ccc(OC(F)(F)F)cc4)->[Zn+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)cc1,xyz/VUJKOC.xyz,1862,0c4bb3f1ae58fbd90de2e95618c7362bf200df29dbb78225cad313567838058a,53,9b6a48bf816ed0760b9f8089339da0989c4fb214307201c4e148f633184417d4,"[""[H]C1C([H])C2C([H])C([H])C([H])C3C(NC4C([H])C([H])C(OC(F)(F)F)C([H])C4[H])C(NC4C([H])C([H])C(OC(F)(F)F)C([H])C4[H])C(C1[H])C23"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
614,False,20,LEVCAU,1,Zn,5,6ea29c91b3b21e0cdaaaf7f83e313b15b7a71749b64ff4e59fbc20bd90d89ad5,CO->[Zn+4]123<-[n-]4c5ccc4-c4ccc([n-]->14)C(c1ccccc1)(c1ccccc1)c1ccc([n-]->21)C(c1c(F)c(F)c(F)c(F)c1F)=c1ccc([n-]->31)=C5c1c(F)c(F)c(F)c(F)c1F,xyz/LEVCAU.xyz,2875,b9ae37176022114c9852ef75705800762575588cea1affa84930b33fe1034fe2,82,9bab18d7a6bbff6a0805e937bc656c5afe42306f69123fdcc49f255a19e9cd4e,"[""[H]C1C([H])C([H])C(C2(C3C([H])C([H])C([H])C([H])C3[H])C3NC(C([H])C3[H])C3NC(C([H])C3[H])C(C3C(F)C(F)C(F)C(F)C3F)C3NC(C([H])C3[H])C(C3C(F)C(F)C(F)C(F)C3F)C3NC2C([H])C3[H])C([H])C1[H]"",""[H]OC([H])([H])[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
615,False,16,DOYTAO,0,Pt,4,9ea9cd82ff483572e665a351afa91db65a83bc8a5e5a3998493d78bb2fceb333,c1ccc(N2=Nc3ccccn3->[Pt+2]<-23<-[O-]c2ccccc2[O-]->3)cc1,xyz/DOYTAO.xyz,1265,f9786a1be5456c1952ebfcaa3c4a2133de641bbf7f63d3ffd600dde7b785086f,36,9c3f36492e947533bdd69cb2b785a4e4aece4b4b722ee1b8d2d001aa367a554d,"[""[H]C1NC(NNC2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1C([H])C([H])C(O)C(O)C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
616,False,19,OBOJOI,3,Rh,6,60277b19a7125c5594e3183747ab89df7ef073df90aa2919c86e4275c28bbda0,COc1cc2c3c4c([O-]->[Rh+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-OC)<-[N-]4C=C2)c2ccccc2c3c1O,xyz/OBOJOI.xyz,1478,b0a10bea872e63bb080e847bb2d4a46a345b1353fa2ce6eb8609487243bf54ca,42,9ca982c29cc04d374317742226cdf303ff3be205c23cc3330c089dd8eb74fba5,"[""[H]OC1C(OC([H])([H])[H])C([H])C2C([H])C([H])NC3C(O)C4C([H])C([H])C([H])C([H])C4C1C32"",""[H]OC([H])([H])[H]"",""Cl"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
617,False,65,TOSJOC,0,Zn,6,f23ce371b729d6b01b540f2375aa5db77d82da8530fd296224f56e4326549cfd,O=C(c1ccccn1)N1C(c2ccccn2)=Nc2cccn3->[Zn+2]45(<-O=C(C=C([O-]->4)C(F)(F)F)C(F)(F)F)(<-O=C(C=C([O-]->5)C(F)(F)F)C(F)(F)F)<-n4cccc1c4-c23,xyz/TOSJOC.xyz,2525,d58ebcce49825ac366bc921f808e38d6b33295bb1138b0a1b1d8ad9d014bdb9a,72,9d042ef26edf161ba2072cf5bb27583097b593e4686156fcfd5754e5267e2c40,"[""[H]C1NC(C(O)N2C(C3NC([H])C([H])C([H])C3[H])NC3C([H])C([H])C([H])NC3C3NC([H])C([H])C([H])C32)C([H])C([H])C1[H]"",""[H]C(C(O)C(F)(F)F)C(O)C(F)(F)F"",""[H]C(C(O)C(F)(F)F)C(O)C(F)(F)F""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
618,False,41,HITVEO,2,Fe,5,d5b6f144179c8bc4d8810502c4cae1dba829954f99789671b6c65a16e913a8dd,CCP1(CC)C[NH+](C)CP(CC)(CC)->[Fe]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],xyz/HITVEO.xyz,1720,78bb293e2c210a9bed66035496e1269066cb608c36e206a0919f0f86488e110a,49,9d363140a57f587fe4c2e78a7fdc35f8b04852cbd9561a1a6ce6f979acc4f05d,"[""CO"",""CO"",""CO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
619,False,17,GAVKAR,2,Fe,5,ec8e8d41a5f2583df88c003472a67eb453200452317d1a1e647e0af24a19070a,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[FeH+]<-1(<-[C-]#[O+])(<-[c-]23)<-P(C)(C)C)C(C)C,xyz/GAVKAR.xyz,2455,8dd733e7a90de7bde289db964bdb4ffea1c25707221b14fd74a6de571a7e0fe3,70,9d607fb62e16dc7ddcc4858fe72d0382aeb97fc36bb4696f9c4c0c76bb075c89,"[""[H]C1C(OP)CC(OP)C([H])C1[H]"",""CO"",""P""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
620,False,56,LANMAO,0,Ir,5,1d6ddd04ff3aba30a4e193550bab6e964557951c100a76a6fa3f9376f5fdf7c5,CP(C)(C)->[IrH+2](<-[Cl-])(<-[c-]1ccccc1)(<-P(C)(C)C)<-P(C)(C)C,xyz/LANMAO.xyz,1861,7c78fb1541e54c3ce07ce6641df7a8a98d62aa05d30a59c2949ab64d9fa5575c,53,9d7406f44de0d7597a4007eee93ba0676230e0d2d471c002a02e8a997e11dc86,"[""[H]C1CC([H])C([H])C([H])C1[H]"",""P"",""P"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
621,False,47,SUQROO,0,Rh,6,345ec0233e5ef1e06307e5e31caf32c2d129a2b0bab8053ad49c0da5e2f01f97,CO->[Rh+3]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=c2oc3c(F)cccc3cc2-c2[nH]c3ccccc3n->12,xyz/SUQROO.xyz,1443,35af1e73dbfe77815cb4e55d86127722bfba7ed0a6fda4da1a7d906762f3e07e,41,9da8d5e71b0b49c5d51ab1998d06c6e80cd30b9286f12c1b2e0b78a1b07408e3,"[""[H]NC1OC2C(F)C([H])C([H])C([H])C2C([H])C1C1NC2C([H])C([H])C([H])C([H])C2N1[H]"",""[H]OC([H])([H])[H]"",""Cl"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
622,False,59,FOQZIU,4,Pt,4,b5cbaa325f94231e9a9b72e8c8749b74bcbb3f544b4edacf71d2243dec6a9257,c1ccc(P2(N=c3cccc[n-]3->[Pt+2]<-23<-[n-]2ccccc2=NP->3(c2ccccc2)c2ccccc2)c2ccccc2)cc1,xyz/FOQZIU.xyz,2420,eadd83f7b38f632b1180dd19d19f1cfcfb5742b1ab5237064f5b91144480cb4f,69,9df0b0b2d4c2fe6824d6c5ca5b31f86221ce8a61065931e54b100bc2d966da0e,"[""[H]C1NC(NP)C([H])C([H])C1[H]"",""[H]C1NC(NP)C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
623,False,44,YAXKER,2,Ni,5,3678d7eb7fe0a1046797029fee25a9029b921a7488c26db1617381f78b27b63d,[Cl-]->[Ni+2]12(<-[Cl-])<-P(OCP->1(c1ccccc1)c1ccccc1)(OCP->2(c1ccccc1)c1ccccc1)c1ccccc1,xyz/YAXKER.xyz,2422,284dba3c218dfffbe773289890cad75a44d83f535f6d6551df49850c4f6fbb13,69,9f484df631e2928c312d9f7954e1c7803bd4dea365a701fe0dfa73c93d572add,"[""[H]C([H])OPOC([H])[H]"",""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
624,False,19,TOMLOX,1,Ir,6,b5968393902765e365749a873ed3281fd660a90bde55b71175325ae56cc42d89,Brc1ccc2-c3nnn[n-]3->[Ir+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-[c-]3ccccc3-c3ccccn->43)<-n2c1,xyz/TOMLOX.xyz,1966,8df23c445d80c676dea68c3b384a09487f802aa59e50b3a7623a2037c5dc2dc1,56,9fc188fddfb067d5797e94dc38935705cd09d21118f260c670fe1cb8aa81c6c7,"[""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC([H])C([H])C(C2NNNN2)N1""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
625,False,12,TPYFEC,3,Fe,6,8c8af6055d958a60309a0fbb13592dd495eee18241c73e28f2f8d442cbebf785,[Cl-]->[Fe+2](<-[Cl-])(<-n1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,xyz/TPYFEC.xyz,1652,e29f5823ccb55c7abdfcfd642e4e7a721f94e14e2f58d7e153698b3250cffc6a,47,9fdd6bc4e6bf2036d44dc19a79b9ff50674548b5eeeebd2be55ccb089a3f9c07,"[""[H]C1NC([H])C([H])C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
626,False,64,LOKTAI,1,Zn,5,3ab94f8751b6ee9f3a12b3613ea04ecde2a4773d834e54109c5b3b92c39bf9a8,S=C=[N-]->[Zn+2]12(<-[N-]=C=S)<-n3ccccc3-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)cc(-c4ccccn->14)n->23,xyz/LOKTAI.xyz,2280,03efc3796656044b35978322f2b07405819bf83acda89c33783b428b6d102f95,65,9fe24ef90aeb7da050bcb0084d3d4151eb52864e9293cae920fdd312a422c4d7,"[""[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(C3SC(N(C4C([H])C([H])C([H])C([H])C4[H])C4C([H])C([H])C([H])C([H])C4[H])C([H])C3[H])C2[H])C([H])C([H])C1[H]"",""NCS"",""NCS""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
627,False,56,LAMTEY,1,Rh,4,32969a4e3a1b20e059fe2dcc5df1f988193d3f3364847c4c26230238822aee48,CP(C)(C)->[Rh+](<-[C-]#[O+])(<-[c-]1ccccc1)<-P(C)(C)C,xyz/LAMTEY.xyz,1405,c9cb118f40b6a3e371b37a4d9b9585124d66917629d0b3d73e08cc2610b84db1,40,a04e6f0d207b148aa6deb95bc0667efc81d1b18af2ea739a52788df59f434874,"[""[H]C1CC([H])C([H])C([H])C1[H]"",""CO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
628,False,11,AFUJIV,0,Ir,6,ca16be7810c543aca9a4cfd38febf1a76f796a18b8a5ce007d70aff6828b42cc,Clc1ccc2[O-]->[Ir+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-[c-]3ccccc3-c3ccccn->43)<-n3cccc1c23,xyz/AFUJIV.xyz,2036,86c574fe0cbbd09239dadb1276c00847cae96826fbf5aaf036b7e49c0d30cff0,58,a07a8a8b5a0727a7b9db926af963b84550aef609eab7b8eec1cc64054e117ff2,"[""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC2C(O)C([H])C([H])C(Cl)C2C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
629,False,22,CIXPUU,0,Ni,4,abfafd940e081d7b7c475c704102ebf2db45ee8225d7d24bf8ecd238be5a36c1,COc1cccc(OC)[c-]1->[Ni+2](<-[c-]1c(OC)cccc1OC)(<-P(C)(C)c1ccccc1)<-P(C)(C)c1ccccc1,xyz/CIXPUU.xyz,2770,080e48719bd0433987353ab609d64f1ecf564d7bea8e2fc2c4710c2cc508271e,79,a080f96cc515c5669d871689b78c80e9894edc6e419d21509e9a2ab04c26582d,"[""[H]C1C(OC([H])([H])[H])CC(OC([H])([H])[H])C([H])C1[H]"",""[H]C1C(OC([H])([H])[H])CC(OC([H])([H])[H])C([H])C1[H]"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
630,False,49,UWAMAH,0,Ir,6,507dc9d1ef2132eda018455df5b5ec076bdd6d0760142286f1985e62c7051495,[Cl-]->[Ir+3]123(<-[c-]4ccccc4-c4cccc(-c5ccccn->15)n->24)<-[c-]1c(-c2ccccc2)cccc1-c1ccccn->31,xyz/UWAMAH.xyz,2141,19022762d481939c7897691f4d9a30199f0e0414c3b3b478c3a02b52d899f7b7,61,a0dd96e6f9297178a4ae5f1c8a104ace55b5b88a0047e744b96a0a8da88a445d,"[""[H]C1CC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(C2CC(C3C([H])C([H])C([H])C([H])C3[H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
